version	asset_file	object_type	path_id	object_name	field_path	source_text	normalized_source_text	category	status	translation_guess	context_before	context_after	notes
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rain_sleep_bad].text[0]	Rain can be calming, even when things aren’t great.<br>Of course, normally I’d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>I struggled to sleep as every droplet hit my face through the night.	rain can be calming, even when things aren't great.of course, normally i'd hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.i struggled to sleep as every droplet hit my face through the night.	event	done	Дождь может успокаивать, даже когда всё плохо.<br>Обычно я слушал бы его из сухого безопасного места, а не в деревянной лодке, промокший насквозь, с водой, стекающей по одежде.<br>Я почти не спал: всю ночь каждая капля била мне по лицу.	Shower Night | 263 | rain_sleep_bad	Rain can be calming, even when things aren’t great. | Of course, normally I’d hear it from inside, dry and safe, not in a wooden boat, soaked... | I struggled to sleep as every droplet hit my face through the night.	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rain_sleep_bad].text[1]	Rain can be calming, even when things aren’t great.	rain can be calming, even when things aren't great.	event	todo		263 | rain_sleep_bad | Rain can be calming, even when things aren’t great.<br>Of course, normally I’d hear it ...	Of course, normally I’d hear it from inside, dry and safe, not in a wooden boat, soaked... | I struggled to sleep as every droplet hit my face through the night. | Shower Night	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rain_sleep_bad].text[2]	Of course, normally I’d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.	of course, normally i'd hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.	event	todo		rain_sleep_bad | Rain can be calming, even when things aren’t great.<br>Of course, normally I’d hear it ... | Rain can be calming, even when things aren’t great.	I struggled to sleep as every droplet hit my face through the night. | Shower Night | 259	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rain_sleep_bad].text[3]	I struggled to sleep as every droplet hit my face through the night.	i struggled to sleep as every droplet hit my face through the night.	event	todo		Rain can be calming, even when things aren’t great.<br>Of course, normally I’d hear it ... | Rain can be calming, even when things aren’t great. | Of course, normally I’d hear it from inside, dry and safe, not in a wooden boat, soaked...	Shower Night | 259 | rainstorm_umbrella	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rain_sleep_bad].title[0]	Shower Night	shower night	event	done	Ночь Душа	Rain can be calming, even when things aren’t great. | Of course, normally I’d hear it from inside, dry and safe, not in a wooden boat, soaked... | I struggled to sleep as every droplet hit my face through the night.	259 | rainstorm_umbrella | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_umbrella].text[0]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, though it may not have been the best idea to use one during a storm in the middle of the ocean.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.i managed to keep myself dry with an umbrella, though it may not have been the best idea to use one during a storm in the middle of the ocean.	event	done	Я резко проснулся от грома после вспышек ночной бури.<br>Зонт помог мне остаться сухим, хотя пользоваться им во время шторма посреди океана, наверное, было не лучшей идеей.	Shower Night | 259 | rainstorm_umbrella	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I managed to keep myself dry with an umbrella, though it may not have been the best ide... | Roaring Clouds	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_umbrella].text[1]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	event	todo		259 | rainstorm_umbrella | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	I managed to keep myself dry with an umbrella, though it may not have been the best ide... | Roaring Clouds | 262	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_umbrella].text[2]	I managed to keep myself dry with an umbrella, though it may not have been the best idea to use one during a storm in the middle of the ocean.	i managed to keep myself dry with an umbrella, though it may not have been the best idea to use one during a storm in the middle of the ocean.	event	todo		rainstorm_umbrella | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	Roaring Clouds | 262 | rainstorm_umbrella_lost	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_umbrella].title[0]	Roaring Clouds	roaring clouds	event	done	Ревущие облака	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I managed to keep myself dry with an umbrella, though it may not have been the best ide...	262 | rainstorm_umbrella_lost | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_umbrella_lost].text[0]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, but it suffered a few tears from the strong winds that came with the storm.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.i managed to keep myself dry with an umbrella, but it suffered a few tears from the strong winds that came with the storm.	event	done	Я резко проснулся от грома после вспышек ночной бури.<br>Зонт помог мне остаться сухим, но сильный ветер во время бури изрядно его потрепал.	Roaring Clouds | 262 | rainstorm_umbrella_lost	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I managed to keep myself dry with an umbrella, but it suffered a few tears from the str... | Roaring Clouds	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_umbrella_lost].text[1]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	event	todo		262 | rainstorm_umbrella_lost | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	I managed to keep myself dry with an umbrella, but it suffered a few tears from the str... | Roaring Clouds | 242	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_umbrella_lost].text[2]	I managed to keep myself dry with an umbrella, but it suffered a few tears from the strong winds that came with the storm.	i managed to keep myself dry with an umbrella, but it suffered a few tears from the strong winds that came with the storm.	event	todo		rainstorm_umbrella_lost | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	Roaring Clouds | 242 | rainstorm_anchor	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_umbrella_lost].title[0]	Roaring Clouds	roaring clouds	event	done	Ревущие облака	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I managed to keep myself dry with an umbrella, but it suffered a few tears from the str...	242 | rainstorm_anchor | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_anchor].text[0]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>One heavy anchor was enough to keep the boat in place and protect it from drifting too far with the dangerous currents.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.one heavy anchor was enough to keep the boat in place and protect it from drifting too far with the dangerous currents.	event	done	Я резко проснулся от грома после вспышек ночной бури.<br>Одного тяжёлого якоря хватило, чтобы удержать лодку на месте и не дать опасным течениям унести её слишком далеко.	Roaring Clouds | 242 | rainstorm_anchor	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | One heavy anchor was enough to keep the boat in place and protect it from drifting too ... | Stuck Under the Weather	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_anchor].text[1]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	event	todo		242 | rainstorm_anchor | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	One heavy anchor was enough to keep the boat in place and protect it from drifting too ... | Stuck Under the Weather | 239	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_anchor].text[2]	One heavy anchor was enough to keep the boat in place and protect it from drifting too far with the dangerous currents.	one heavy anchor was enough to keep the boat in place and protect it from drifting too far with the dangerous currents.	event	todo		rainstorm_anchor | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	Stuck Under the Weather | 239 | rainstorm_bucket	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_anchor].title[0]	Stuck Under the Weather	stuck under the weather	event	done	Заклинило в погоде	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | One heavy anchor was enough to keep the boat in place and protect it from drifting too ...	239 | rainstorm_bucket | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_bucket].text[0]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. Worked like a metallic charm.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.far too bothered to sleep, i wore a bucket to dampen the sounds and keep the rain off my face. worked like a metallic charm.	event	done	Я резко проснулся от грома после вспышек ночной бури.<br>Спать было невозможно, поэтому я надел ведро, чтобы приглушить шум и закрыться от дождя. Сработало как металлический оберег.	Stuck Under the Weather | 239 | rainstorm_bucket	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rain off m... | Roaring Clouds	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_bucket].text[1]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	event	todo		239 | rainstorm_bucket | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rain off m... | Roaring Clouds | 244	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_bucket].text[2]	Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. Worked like a metallic charm.	far too bothered to sleep, i wore a bucket to dampen the sounds and keep the rain off my face. worked like a metallic charm.	event	todo		rainstorm_bucket | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	Roaring Clouds | 244 | rainstorm_bucket_lost	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_bucket].title[0]	Roaring Clouds	roaring clouds	event	done	Ревущие облака	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rain off m...	244 | rainstorm_bucket_lost | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_bucket_lost].text[0]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. The morning was spent reorganizing the things that survived the storm.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.unable to sleep, i wore a bucket to dampen the sounds and keep the rain off my face. the morning was spent reorganizing the things that survived the storm.	event	done	Я резко проснулся от грома после вспышек ночной бури.<br>Спать было невозможно, поэтому я надел ведро, чтобы приглушить шум и закрыться от дождя. Утро ушло на то, чтобы заново разложить вещи, пережившие бурю.	Roaring Clouds | 244 | rainstorm_bucket_lost	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. Th... | Roaring Clouds	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_bucket_lost].text[1]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	event	todo		244 | rainstorm_bucket_lost | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. Th... | Roaring Clouds | 275	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_bucket_lost].text[2]	Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. The morning was spent reorganizing the things that survived the storm.	unable to sleep, i wore a bucket to dampen the sounds and keep the rain off my face. the morning was spent reorganizing the things that survived the storm.	event	todo		rainstorm_bucket_lost | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	Roaring Clouds | 275 | rainstorm_sleep	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_bucket_lost].title[0]	Roaring Clouds	roaring clouds	event	done	Ревущие облака	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. Th...	275 | rainstorm_sleep | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_sleep].text[0]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep. I’m still shivering in my cold, wet clothes.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.it was one of my hardest nights in terms of sleep. i'm still shivering in my cold, wet clothes.	event	done	Я резко проснулся от грома после вспышек ночной бури.<br>Это была одна из самых тяжёлых ночей для сна. Я всё ещё дрожу в холодной промокшей одежде.	Roaring Clouds | 275 | rainstorm_sleep	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | It was one of my hardest nights in terms of sleep. I’m still shivering in my cold, wet ... | Roaring Clouds	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_sleep].text[1]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	event	todo		275 | rainstorm_sleep | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	It was one of my hardest nights in terms of sleep. I’m still shivering in my cold, wet ... | Roaring Clouds | 215	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_sleep].text[2]	It was one of my hardest nights in terms of sleep. I’m still shivering in my cold, wet clothes.	it was one of my hardest nights in terms of sleep. i'm still shivering in my cold, wet clothes.	event	todo		rainstorm_sleep | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	Roaring Clouds | 215 | rainstorm_sleep_lost	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_sleep].title[0]	Roaring Clouds	roaring clouds	event	done	Ревущие облака	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | It was one of my hardest nights in terms of sleep. I’m still shivering in my cold, wet ...	215 | rainstorm_sleep_lost | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_sleep_lost].text[0]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep.<br>My supplies were hit too, and the morning was spent rearranging everything so it’s in order again.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.it was one of my hardest nights in terms of sleep.my supplies were hit too, and the morning was spent rearranging everything so it's in order again.	event	done	Я резко проснулся от грома после вспышек ночной бури.<br>Это была одна из самых тяжёлых ночей для сна.<br>Запасы тоже пострадали, и всё утро я раскладывал их заново.	Roaring Clouds | 215 | rainstorm_sleep_lost	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | It was one of my hardest nights in terms of sleep. | My supplies were hit too, and the morning was spent rearranging everything so it’s in o...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_sleep_lost].text[1]	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	i was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.	event	todo		215 | rainstorm_sleep_lost | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	It was one of my hardest nights in terms of sleep. | My supplies were hit too, and the morning was spent rearranging everything so it’s in o... | Roaring Clouds	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_sleep_lost].text[2]	It was one of my hardest nights in terms of sleep.	it was one of my hardest nights in terms of sleep.	event	todo		rainstorm_sleep_lost | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto...	My supplies were hit too, and the morning was spent rearranging everything so it’s in o... | Roaring Clouds | 272	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_sleep_lost].text[3]	My supplies were hit too, and the morning was spent rearranging everything so it’s in order again.	my supplies were hit too, and the morning was spent rearranging everything so it's in order again.	event	todo		I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | It was one of my hardest nights in terms of sleep.	Roaring Clouds | 272 | seagull_flashlight	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[rainstorm_sleep_lost].title[0]	Roaring Clouds	roaring clouds	event	done	Ревущие облака	I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | It was one of my hardest nights in terms of sleep. | My supplies were hit too, and the morning was spent rearranging everything so it’s in o...	272 | seagull_flashlight | A curious seagull made a visit to the boat last night. What a cute and harmless creatur...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_flashlight].text[0]	A curious seagull made a visit to the boat last night. What a cute and harmless creature!<br>But when it started pecking a bit too close to my supplies, I decided to shoo it away with my flashlight. This boat is too small for one more guest.	a curious seagull made a visit to the boat last night. what a cute and harmless creature!but when it started pecking a bit too close to my supplies, i decided to shoo it away with my flashlight. this boat is too small for one more guest.	event	done	Прошлой ночью к лодке прилетела любопытная чайка. Какая милая и безобидная птица!<br>Но когда она начала клевать слишком близко к моим запасам, я решил прогнать её фонариком. Эта лодка слишком мала для ещё одного гостя.	Roaring Clouds | 272 | seagull_flashlight	A curious seagull made a visit to the boat last night. What a cute and harmless creature! | But when it started pecking a bit too close to my supplies, I decided to shoo it away w... | I Get the Last Laugh!	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_flashlight].text[1]	A curious seagull made a visit to the boat last night. What a cute and harmless creature!	a curious seagull made a visit to the boat last night. what a cute and harmless creature!	event	todo		272 | seagull_flashlight | A curious seagull made a visit to the boat last night. What a cute and harmless creatur...	But when it started pecking a bit too close to my supplies, I decided to shoo it away w... | I Get the Last Laugh! | 241	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_flashlight].text[2]	But when it started pecking a bit too close to my supplies, I decided to shoo it away with my flashlight. This boat is too small for one more guest.	but when it started pecking a bit too close to my supplies, i decided to shoo it away with my flashlight. this boat is too small for one more guest.	event	todo		seagull_flashlight | A curious seagull made a visit to the boat last night. What a cute and harmless creatur... | A curious seagull made a visit to the boat last night. What a cute and harmless creature!	I Get the Last Laugh! | 241 | seagull_net	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_flashlight].title[0]	I Get the Last Laugh!	i get the last laugh!	event	done	Я Делаю Последний Шутник!	A curious seagull made a visit to the boat last night. What a cute and harmless creatur... | A curious seagull made a visit to the boat last night. What a cute and harmless creature! | But when it started pecking a bit too close to my supplies, I decided to shoo it away w...	241 | seagull_net | A curious seagull made a visit to the boat last night. Too bad it found the person who’...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_net].text[0]	A curious seagull made a visit to the boat last night. Too bad it found the person who’s much desperate for any food they can get their hands on.<br>Lucky for the quick one it was, my plan didn’t work out as intended, and it flew away freely.	a curious seagull made a visit to the boat last night. too bad it found the person who's much desperate for any food they can get their hands on.lucky for the quick one it was, my plan didn't work out as intended, and it flew away freely.	event	done	Прошлой ночью к лодке прилетела любопытная чайка. Жаль, что она наткнулась на человека, который сам отчаянно ищет любую еду.<br>К счастью для этой проворной птицы, мой план не сработал как надо, и она улетела.	I Get the Last Laugh! | 241 | seagull_net	A curious seagull made a visit to the boat last night. Too bad it found the person who’... | Lucky for the quick one it was, my plan didn’t work out as intended, and it flew away f... | Close Call Culinary	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_net].text[1]	A curious seagull made a visit to the boat last night. Too bad it found the person who’s much desperate for any food they can get their hands on.	a curious seagull made a visit to the boat last night. too bad it found the person who's much desperate for any food they can get their hands on.	event	todo		241 | seagull_net | A curious seagull made a visit to the boat last night. Too bad it found the person who’...	Lucky for the quick one it was, my plan didn’t work out as intended, and it flew away f... | Close Call Culinary | 242	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_net].text[2]	Lucky for the quick one it was, my plan didn’t work out as intended, and it flew away freely.	lucky for the quick one it was, my plan didn't work out as intended, and it flew away freely.	event	todo		seagull_net | A curious seagull made a visit to the boat last night. Too bad it found the person who’... | A curious seagull made a visit to the boat last night. Too bad it found the person who’...	Close Call Culinary | 242 | seagull_eat	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_net].title[0]	Close Call Culinary	close call culinary	event	done	Близкий Вызов Кухонный	A curious seagull made a visit to the boat last night. Too bad it found the person who’... | A curious seagull made a visit to the boat last night. Too bad it found the person who’... | Lucky for the quick one it was, my plan didn’t work out as intended, and it flew away f...	242 | seagull_eat | A curious seagull made a visit to the boat last night. What a cute and harmless creatur...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_eat].text[0]	A curious seagull made a visit to the boat last night. What a cute and harmless creature!<br>It looked tired and hungry, it must have been flying for quite a while. I couldn’t resist and shared some of my food with it. I may have made a new friend!	a curious seagull made a visit to the boat last night. what a cute and harmless creature!it looked tired and hungry, it must have been flying for quite a while. i couldn't resist and shared some of my food with it. i may have made a new friend!	event	done	Прошлой ночью к лодке прилетела любопытная чайка. Какая милая и безобидная птица!<br>Она выглядела усталой и голодной. Должно быть, летела уже очень долго. Я не удержался и поделился с ней едой. Может, у меня появился новый друг!	Close Call Culinary | 242 | seagull_eat	A curious seagull made a visit to the boat last night. What a cute and harmless creature! | It looked tired and hungry, it must have been flying for quite a while. I couldn’t resi... | A Feathered Friend?	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_eat].text[1]	A curious seagull made a visit to the boat last night. What a cute and harmless creature!	a curious seagull made a visit to the boat last night. what a cute and harmless creature!	event	todo		242 | seagull_eat | A curious seagull made a visit to the boat last night. What a cute and harmless creatur...	It looked tired and hungry, it must have been flying for quite a while. I couldn’t resi... | A Feathered Friend? | 248	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_eat].text[2]	It looked tired and hungry, it must have been flying for quite a while. I couldn’t resist and shared some of my food with it. I may have made a new friend!	it looked tired and hungry, it must have been flying for quite a while. i couldn't resist and shared some of my food with it. i may have made a new friend!	event	todo		seagull_eat | A curious seagull made a visit to the boat last night. What a cute and harmless creatur... | A curious seagull made a visit to the boat last night. What a cute and harmless creature!	A Feathered Friend? | 248 | seagull_sleep	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_eat].title[0]	A Feathered Friend?	a feathered friend?	event	done	Приятель с перьями?	A curious seagull made a visit to the boat last night. What a cute and harmless creatur... | A curious seagull made a visit to the boat last night. What a cute and harmless creature! | It looked tired and hungry, it must have been flying for quite a while. I couldn’t resi...	248 | seagull_sleep | A curious seagull made a visit to the boat last night. During the night, it kept making...	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_sleep].text[0]	A curious seagull made a visit to the boat last night. During the night, it kept making laughing sounds, like someone had told it the best jokes ever.<br>Hard sleep, but I couldn’t care less. In the morning, only a feather was left in the boat, so I decorated my hat with it.	a curious seagull made a visit to the boat last night. during the night, it kept making laughing sounds, like someone had told it the best jokes ever.hard sleep, but i couldn't care less. in the morning, only a feather was left in the boat, so i decorated my hat with it.	event	done	Прошлой ночью к лодке прилетела любопытная чайка. Всю ночь она издавала звуки, похожие на смех, будто кто-то рассказал ей лучшие шутки на свете.<br>Спалось тяжело, но мне было всё равно. Утром в лодке осталось только перо, и я украсил им шляпу.	A Feathered Friend? | 248 | seagull_sleep	A curious seagull made a visit to the boat last night. During the night, it kept making... | Hard sleep, but I couldn’t care less. In the morning, only a feather was left in the bo... | Not a Night Owl.. or Seagull	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_sleep].text[1]	A curious seagull made a visit to the boat last night. During the night, it kept making laughing sounds, like someone had told it the best jokes ever.	a curious seagull made a visit to the boat last night. during the night, it kept making laughing sounds, like someone had told it the best jokes ever.	event	todo		248 | seagull_sleep | A curious seagull made a visit to the boat last night. During the night, it kept making...	Hard sleep, but I couldn’t care less. In the morning, only a feather was left in the bo... | Not a Night Owl.. or Seagull | 275	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_sleep].text[2]	Hard sleep, but I couldn’t care less. In the morning, only a feather was left in the boat, so I decorated my hat with it.	hard sleep, but i couldn't care less. in the morning, only a feather was left in the boat, so i decorated my hat with it.	event	todo		seagull_sleep | A curious seagull made a visit to the boat last night. During the night, it kept making... | A curious seagull made a visit to the boat last night. During the night, it kept making...	Not a Night Owl.. or Seagull | 275 | sleptunwell_swimbelt	TextAsset payload/string-table cell
v1.1.3	resources.assets	TextAsset	158	journals	m_Script[seagull_sleep].title[0]	Not a Night Owl.. or Seagull	not a night owl.. or seagull	event	done	Не сова.. и не чайка	A curious seagull made a visit to the boat last night. During the night, it kept making... | A curious seagull made a visit to the boat last night. During the night, it kept making... | Hard sleep, but I couldn’t care less. In the morning, only a feather was left in the bo...	275 | sleptunwell_swimbelt | I don’t know if it was the constant swaying or the hard plank under my head, but I coul...	TextAsset payload/string-table cell
