block	category	source_text	current_translation	recommended_translation	status	source_location	object_context	neighbouring_strings	layout_risk	where_to_fix	notes
Journal	event	I think I just saw other people! And it was a huge ship, too!<br>I fired my only flare in their direction, hoping to finally be saved. They didn’t so much as turn, but kept moving on. Maybe they’ll send someone instead… right?	Кажется, я только что видел людей! И огромный корабль!<br>Я выпустил единственную сигнальную ракету в их сторону, надеясь, что меня наконец спасут. Они даже не посмотрели и пошли дальше. Может, пришлют кого-нибудь потом... да?		done	:	type=TextAsset; name=journals	Other People?! | 215 | boat_distance_flaregun || I think I just saw other people! And it was a huge ship, too! | I fired my only flare in their direction, hoping to finally be saved. They didn’t so mu... | Other People?!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I think I just saw other people! And it was a huge ship, too!<br>I flickered my flashlight as hard as I could, hoping to be seen… but they didn’t notice. To them, I was probably just one faint glimmer in the moonlit ocean, with this cheap old flashlight.	Кажется, я только что видел людей! И огромный корабль!<br>Я мигал фонариком изо всех сил, надеясь, что меня заметят… но они не обратили внимания. Для них я, наверное, был лишь слабым бликом в лунном океане с дешёвым старым фонариком.		done	:	type=TextAsset; name=journals	Other People?! | 226 | boat_distance_flashlight || I think I just saw other people! And it was a huge ship, too! | I flickered my flashlight as hard as I could, hoping to be seen… but they didn’t notice... | Other People?!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I think I just saw other people! And it was a huge ship, too!<br>I had to take a closer look, so I used my telescope. Sadly, it seems that they did not see me, as if I were invisible in the dark waters of the night…	Кажется, я только что видел людей! И огромный корабль!<br>Я решил рассмотреть его поближе и взял телескоп. Увы, они меня не заметили, будто я был невидимкой в тёмных ночных водах…		done	:	type=TextAsset; name=journals	Petals | 178 | boat_distance_telescope || I think I just saw other people! And it was a huge ship, too! | I had to take a closer look, so I used my telescope. Sadly, it seems that they did not ... | Other People?!	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I thought I was still asleep, so I didn’t give it much thought and went back to sleep.<br>Turns out that little rascal was not a figment of my imagination, but some kind of fish-troll that stole something from my boat. What an annoying creature.	Я решил, что всё ещё сплю, не придал этому значения и снова уснул.<br>Оказалось, этот маленький проныра был не плодом воображения, а каким-то рыбьим троллем, который стащил что-то из моей лодки. Мерзкое создание.		done	:	type=TextAsset; name=journals	Breeze | 221 | snatcher_sleep || I thought I was still asleep, so I didn’t give it much thought and went back to sleep. | Turns out that little rascal was not a figment of my imagination, but some kind of fish... | Snatcher	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was already half-asleep when a group of fish swam very close to the boat.<br>I started counting them like sheep, then I fell asleep. Maybe I could have caught at least one to eat… I also hoped it could taste like lamb.	Я уже почти спал, когда стая рыб подплыла совсем близко к лодке.<br>Я начал считать их, как овец, и вскоре уснул. Может, стоило поймать хотя бы одну на еду… Я ещё и надеялся, что она будет на вкус как ягнёнок.		done	:	type=TextAsset; name=journals	Empty Handed | 211 | fishsquad_sleep || I was already half-asleep when a group of fish swam very close to the boat. | I started counting them like sheep, then I fell asleep. Maybe I could have caught at le... | Dreaming Fishing	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was greeted by countless hungry mouths, not knowing whether they were after my supplies… or me.<br>My only chance to escape was to feed them. I didn’t have enough for all of them, but I tried anyway.<br>Throwing some bait distracted them just long enough for me to get away safely… for now.	Меня встретили бесчисленные голодные пасти, и я не понял, что им нужно: мои запасы... или я сам.<br>Единственный шанс сбежать — накормить их. На всех еды не хватало, но я попытался.<br>Наживка отвлекла их достаточно надолго, чтобы я успел уйти... пока.		done	:	type=TextAsset; name=journals	Blinding Wounds | 246 | smallmonsterfish_bait || I was greeted by countless hungry mouths, not knowing whether they were after my suppli... | My only chance to escape was to feed them. I didn’t have enough for all of them, but I ... | Throwing some bait distracted them just long enough for me to get away safely… for now.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. Worked like a metallic charm.	Я резко проснулся от грома после вспышек ночной бури.<br>Спать было невозможно, поэтому я надел ведро, чтобы приглушить шум и закрыться от дождя. Сработало как металлический оберег.		done	:	type=TextAsset; name=journals	Stuck Under the Weather | 239 | rainstorm_bucket || I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rain off m... | Roaring Clouds	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, but it suffered a few tears from the strong winds that came with the storm.	Я резко проснулся от грома после вспышек ночной бури.<br>Зонт помог мне остаться сухим, но сильный ветер во время бури изрядно его потрепал.		done	:	type=TextAsset; name=journals	Roaring Clouds | 262 | rainstorm_umbrella_lost || I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I managed to keep myself dry with an umbrella, but it suffered a few tears from the str... | Roaring Clouds	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, though it may not have been the best idea to use one during a storm in the middle of the ocean.	Я резко проснулся от грома после вспышек ночной бури.<br>Зонт помог мне остаться сухим, хотя пользоваться им во время шторма посреди океана, наверное, было не лучшей идеей.		done	:	type=TextAsset; name=journals	Shower Night | 259 | rainstorm_umbrella || I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | I managed to keep myself dry with an umbrella, though it may not have been the best ide... | Roaring Clouds	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep. I’m still shivering in my cold, wet clothes.	Я резко проснулся от грома после вспышек ночной бури.<br>Это была одна из самых тяжёлых ночей для сна. Я всё ещё дрожу в холодной промокшей одежде.		done	:	type=TextAsset; name=journals	Roaring Clouds | 275 | rainstorm_sleep || I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | It was one of my hardest nights in terms of sleep. I’m still shivering in my cold, wet ... | Roaring Clouds	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep.<br>My supplies were hit too, and the morning was spent rearranging everything so it’s in order again.	Я резко проснулся от грома после вспышек ночной бури.<br>Это была одна из самых тяжёлых ночей для сна.<br>Запасы тоже пострадали, и всё утро я раскладывал их заново.		done	:	type=TextAsset; name=journals	Roaring Clouds | 215 | rainstorm_sleep_lost || I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | It was one of my hardest nights in terms of sleep. | My supplies were hit too, and the morning was spent rearranging everything so it’s in o...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>One heavy anchor was enough to keep the boat in place and protect it from drifting too far with the dangerous currents.	Я резко проснулся от грома после вспышек ночной бури.<br>Одного тяжёлого якоря хватило, чтобы удержать лодку на месте и не дать опасным течениям унести её слишком далеко.		done	:	type=TextAsset; name=journals	Roaring Clouds | 242 | rainstorm_anchor || I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | One heavy anchor was enough to keep the boat in place and protect it from drifting too ... | Stuck Under the Weather	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. The morning was spent reorganizing the things that survived the storm.	Я резко проснулся от грома после вспышек ночной бури.<br>Спать было невозможно, поэтому я надел ведро, чтобы приглушить шум и закрыться от дождя. Утро ушло на то, чтобы заново разложить вещи, пережившие бурю.		done	:	type=TextAsset; name=journals	Roaring Clouds | 244 | rainstorm_bucket_lost || I was jolted awake by the sound of thunder that followed the flashing lights of the sto... | Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off my face. Th... | Roaring Clouds	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I was only half-asleep, but I swear the chest tried to escape from my boat.<br>It’s still right where I left it, but now I can’t shake off its… individuality, the way it stares back when I look at it.	Я был в полусне, но клянусь, сундук пытался сбежать с моей лодки.<br>Он всё ещё там, где я его оставил, но теперь я не могу отделаться от ощущения его... личности. Будто он смотрит на меня в ответ.		done	:	type=TextAsset; name=journals	Better Safe than Sorry | 228 | chestattack_sleep || I was only half-asleep, but I swear the chest tried to escape from my boat. | It’s still right where I left it, but now I can’t shake off its… individuality, the way... | Noises Within	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>Accepting the circumstances, it was calming to drift back to sleep to the rocking of the boat.<br>But I might have lost something to the waves…	Я проснулся от волн, бьющихся о борт лодки; вода летела мне в лицо.<br>Смирившись с обстоятельствами, я снова задремал под мерное покачивание лодки.<br>Но, кажется, что-то унесло волнами…		done	:	type=TextAsset; name=journals	Restless Waves | 217 | bigwaves_lostitem || I woke up to the force of waves crashing against the side of the boat, water splashing ... | Accepting the circumstances, it was calming to drift back to sleep to the rocking of th... | But I might have lost something to the waves…	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>After collecting my thoughts and regaining my balance, I tried to get a few more hours of sleep, but to no avail.	Я проснулся от волн, бьющихся о борт лодки; вода летела мне в лицо.<br>Собравшись с мыслями и восстановив равновесие, я попытался поспать ещё несколько часов, но безуспешно.		done	:	type=TextAsset; name=journals	Restless Waves | 217 | bigwaves_badsleep || I woke up to the force of waves crashing against the side of the boat, water splashing ... | After collecting my thoughts and regaining my balance, I tried to get a few more hours ... | Restless Waves	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I woke up to the sound of a group of fish getting too comfortable around the boat, so I tried catching at least one quickly, but failed miserably.<br>My disappointment could not be measured on this ruined night…	Я проснулся от звуков стаи рыб, слишком уж удобно устроившейся вокруг лодки, и попытался быстро поймать хотя бы одну. Провалился с треском.<br>Моё разочарование в эту испорченную ночь было невозможно измерить…		done	:	type=TextAsset; name=journals	Supper! | 217 | fishsquad_fishfail || I woke up to the sound of a group of fish getting too comfortable around the boat, so I... | My disappointment could not be measured on this ruined night… | Empty Handed	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	If I hadn’t woken up, the boat would’ve been in pieces by dawn, with me under it.<br>A whirlpool emerged nearby, so I dropped anchor to keep myself in place.<br>Just how deep could it have gone?	Если бы я не проснулся, к рассвету лодка разлетелась бы на куски, а я оказался бы под ней.<br>Рядом появился водоворот, и я бросил якорь, чтобы удержаться на месте.<br>Интересно, насколько глубоко он уходил?		done	:	type=TextAsset; name=journals	The Man in the Fog | 257 | vortex_anchor || If I hadn’t woken up, the boat would’ve been in pieces by dawn, with me under it. | A whirlpool emerged nearby, so I dropped anchor to keep myself in place. | Just how deep could it have gone?	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	If I hadn’t woken up, the whirlpool near the boat would’ve dragged me under, flushed down by the sea.<br>I stayed awake with a swim ring on for safety until the boat finally stopped swaying and drifted far enough from the vortex.	Если бы я не проснулся, водоворот рядом с лодкой затянул бы меня под воду и унёс в море.<br>Для безопасности я не спал в спасательном круге, пока лодка наконец не перестала качаться и не отплыла достаточно далеко от воронки.		done	:	type=TextAsset; name=journals	Whirlpool | 194 | vortex_swimbelt || If I hadn’t woken up, the whirlpool near the boat would’ve dragged me under, flushed do... | I stayed awake with a swim ring on for safety until the boat finally stopped swaying an... | Whirlpool	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	Is no one… actually looking for me?<br>Does everyone else actively avoid this place? How come no one has sent help already?<br>No matter how much I try to be seen, I’m starting to believe I’m not even looking at real people. Maybe I’ve already gone mad.	Кто-нибудь... вообще меня ищет?<br>Все остальные намеренно избегают этого места? Почему помощь до сих пор не пришла?<br>Как бы я ни старался быть заметным, я начинаю верить, что даже те, кого я вижу, не настоящие люди. Может, я уже схожу с ума.		done	:	type=TextAsset; name=journals	Deep Red | 281 | boat_cansave_ignored || Is no one… actually looking for me? | Does everyone else actively avoid this place? How come no one has sent help already? | No matter how much I try to be seen, I’m starting to believe I’m not even looking at re...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	It’s hard for one to survive in the vastness of the seas, let alone two people.<br>As long as only one of us is sick or injured, the other can manage resources and keep us rowing.<br>But we need to be ready for the day one of us is ultimately left alone…	В одиночку выживать в бескрайнем море тяжело, а вдвоём — ещё тяжелее.<br>Пока болен или ранен только один из нас, другой может следить за запасами и продолжать грести.<br>Но надо быть готовыми к дню, когда кто-то из нас останется один…		done	:	type=TextAsset; name=journals	Boatridden | 236 | friendsick_sleep || It’s hard for one to survive in the vastness of the seas, let alone two people. | As long as only one of us is sick or injured, the other can manage resources and keep u... | But we need to be ready for the day one of us is ultimately left alone…	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	It’s hard for one to survive in the vastness of the seas, let alone two people.<br>At least when one of us feels unwell, the other can help out. We were prepared last night, but who knows when either of us will be left on our own without help…	В одиночку выживать в бескрайнем море тяжело, а вдвоём — ещё тяжелее.<br>По крайней мере, когда одному плохо, другой может помочь. Прошлой ночью мы были готовы, но кто знает, когда кто-то из нас останется без помощи…		done	:	type=TextAsset; name=journals	Slaps To Sleep | 242 | friendsick_firstaidkit || It’s hard for one to survive in the vastness of the seas, let alone two people. | At least when one of us feels unwell, the other can help out. We were prepared last nig... | We Are Managing	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	It’s hard for one to survive in the vastness of the seas, let alone two people.<br>It turns out two heads can’t solve an injury without proper tools. Duct tape doesn’t promote healing… Let’s hope we don’t perish from each other’s ideas.	В одиночку выживать в бескрайнем море тяжело, а вдвоём — ещё тяжелее.<br>Оказалось, два ума не залечат рану без нормальных инструментов. Скотч не лечит… Надеюсь, мы не погибнем от собственных идей.		done	:	type=TextAsset; name=journals	We Are Managing | 261 | friendsick_tape_bad || It’s hard for one to survive in the vastness of the seas, let alone two people. | It turns out two heads can’t solve an injury without proper tools. Duct tape doesn’t pr... | Boatridden	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	It’s hard for one to survive in the vastness of the seas, let alone two people.<br>We share our supplies when needed, so at least one of us can keep holding on. But who knows when either of us will be left on our own without help…	В одиночку выживать в бескрайнем море тяжело, а вдвоём — ещё тяжелее.<br>Мы делимся запасами, когда нужно, чтобы хотя бы один из нас мог держаться. Но кто знает, когда кто-то из нас останется без помощи…		done	:	type=TextAsset; name=journals	We Are Managing | 243 | friendsick_foodbar || It’s hard for one to survive in the vastness of the seas, let alone two people. | We share our supplies when needed, so at least one of us can keep holding on. But who k... | We Are Managing	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	It’s hard for one to survive in the vastness of the seas, let alone two people.<br>When one of us is injured, we have to get creative. Using duct tape seemed to do the trick for now… Let’s just hope neither of us has to rely too much on the other to stay alive.	Жить в бескрайнем море тяжело, а вдвоём ещё тяжелее.<br>Когда кто-то ранен, приходится импровизировать. Скотч пока сработал... Надеюсь, нам не придётся слишком сильно зависеть друг от друга, чтобы выжить.		done	:	type=TextAsset; name=journals	We Are Managing | 230 | friendsick_tape_good || It’s hard for one to survive in the vastness of the seas, let alone two people. | When one of us is injured, we have to get creative. Using duct tape seemed to do the tr... | We Are Managing	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	I’m starting to feel like everyone is actively avoiding this place.<br>If they could send help, they would have by now.<br>My gut tells me no one I see out here is actually real. In the past few days, I’ve already lost both my faith and my trust…	Мне всё сильнее кажется, что все намеренно избегают этого места.<br>Если бы они могли прислать помощь, они бы уже это сделали.<br>Чутьё подсказывает: никто из тех, кого я вижу снаружи, не настоящий. За последние дни я потерял и веру, и доверие...		done	:	type=TextAsset; name=journals	Hopeless | 253 | boat_cansave_slept || I’m starting to feel like everyone is actively avoiding this place. | If they could send help, they would have by now. | My gut tells me no one I see out here is actually real. In the past few days, I’ve alre...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	unknown	Journal	Журнал		done	:	type=manual		medium: verify multiline fit	review block context before source_queue change	unclassified candidate; project translation table entry
Journal	event	Last night was nauseating, to say the least. Had I slept an hour longer, I might have ended up under the boat.<br>I had a swim ring lying around, so I put it on, just to rest assured I wouldn’t wake up in salty water.	Прошлая ночь была, мягко говоря, тошнотворной. Проспи я ещё час, мог бы оказаться под лодкой.<br>У меня валялся спасательный круг, так что я надел его, чтобы точно не проснуться в солёной воде.		done	:	type=TextAsset; name=journals	Restless Waves | 256 | bigwaves_swimbelt || Last night was nauseating, to say the least. Had I slept an hour longer, I might have e... | I had a swim ring lying around, so I put it on, just to rest assured I wouldn’t wake up... | Restless Waves	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	Last night was nauseating, to say the least. Had I slept an hour longer, I might have ended up under the boat.<br>Luckily, I managed to stabilize it using that heavy anchor I’ve got here.<br>It did a dandy job of keeping everything still, including myself.	Прошлая ночь была, мягко говоря, тошнотворной. Проспи я ещё час, мог бы оказаться под лодкой.<br>К счастью, я смог удержать её на месте тяжёлым якорем, который был у меня под рукой.<br>Он отлично справился: всё оставалось неподвижным, включая меня.		done	:	type=TextAsset; name=journals	Test Entry | 100 | bigwaves_anchor || Last night was nauseating, to say the least. Had I slept an hour longer, I might have e... | Luckily, I managed to stabilize it using that heavy anchor I’ve got here. | It did a dandy job of keeping everything still, including myself.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	Like a Fish?	Как рыба?		done	:	type=TextAsset; name=journals	Sounds of slapping and flopping filled the air last night. I decided to investigate and... | I couldn’t find anything. What made that sound? | I was hoping at least for a fish that made it onto the boat… then I could have had a fr... || 271 | fishinboat_rare | And I looked back.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	Loads of white, glowing dots filled the sea… watching. The fish were far bigger and much more unnerving than those I’d seen during the day.<br>But they didn’t seem able to hurt me, even though they kept watching me in my sleep all the way until dawn.	Море заполнилось белыми светящимися точками... они наблюдали. Рыбы были куда крупнее и тревожнее тех, что я видел днём.<br>Но, похоже, они не могли мне навредить, хотя продолжали смотреть на меня во сне до самого рассвета.		done	:	type=TextAsset; name=journals	Extreme Fishing | 267 | smallmonsterfish_sleep || Loads of white, glowing dots filled the sea… watching. The fish were far bigger and muc... | But they didn’t seem able to hurt me, even though they kept watching me in my sleep all... | Being Watched	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	Loads of white, glowing dots filled the sea… watching. The fish were far bigger and much more unnerving than those I’d seen during the day.<br>I tried ignoring them, but they had other plans. The last thing I remember was the blinding light of their eyes.<br>I think I lost part of my ear.	Море заполнили белые светящиеся точки... они наблюдали. Ночью рыбы были куда больше и страшнее дневных.<br>Я пытался не обращать на них внимания, но у них были другие планы. Последнее, что я помню, — ослепительный свет их глаз.<br>Кажется, я потерял часть уха.		done	:	type=TextAsset; name=journals	Being Watched | 250 | smallmonsterfish_sleep_lose || Loads of white, glowing dots filled the sea… watching. The fish were far bigger and muc... | I tried ignoring them, but they had other plans. The last thing I remember was the blin... | I think I lost part of my ear.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	Looking at my surroundings, it was clear I needed to navigate a bit, or the boat might drift into waters more dangerous than I could handle.<br>Truth be told, I have no idea where I’m headed. Let’s just hope it’s more pleasant than wherever I woke up last night…	Осмотревшись, я понял, что нужно немного скорректировать курс, иначе лодку может унести в воды, с которыми мне не справиться.<br>Честно говоря, я понятия не имею, куда плыву. Остаётся надеяться, что там будет приятнее, чем там, где я проснулся прошлой ночью…		done	:	type=TextAsset; name=journals	Wet Boots | 219 | dangerouswater_navigated || Looking at my surroundings, it was clear I needed to navigate a bit, or the boat might ... | Truth be told, I have no idea where I’m headed. Let’s just hope it’s more pleasant than... | Rock And Row	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	Midnight Tour	Тура ночью		done	:	type=TextAsset; name=journals	I found a lonely, minuscule island, so I decided to take a small tour.<br>Among the shr... | I found a lonely, minuscule island, so I decided to take a small tour. | Among the shrubs, I found an old can, with worms feeding on scraps inside. Will do for ... || 173 | islandsmall_foundchest | I found a lonely, minuscule island, so I decided to take a small tour.<br>Someone must ...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	Must Stay Awake	Нужно Оставаться Бодрым		done	:	type=TextAsset; name=journals	I had to pull an all-nighter. The sea had eyes. I was locked in a staring contest with it. | One eye lingered on my friend, hunger in its gaze. I was not its target… | By dawn, I woke up exhausted but relieved, as it left without harm. || 237 | seawatcher_sleep_good | The sea had eyes. I was locked in a staring contest with it, but my eyelids grew too he...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	My chest still pounds with the blood I have left. I have encountered the dread from below.<br>It looked me in the eyes, judging… as if it already knew my deepest, darkest secrets.<br>Wounding it only bought me one more day. But it demands atonement.<br>It wants… my heart.	Моё сердце всё ещё колотится с той кровью, что во мне осталась. Я встретил ужас из глубин.<br>Оно смотрело мне в глаза, осуждая… будто уже знало мои самые тёмные тайны.<br>Ранение лишь купило мне ещё один день. Но оно требует искупления.<br>Оно хочет… моё сердце.		done	:	type=TextAsset; name=journals	Hallucinations | 218 | kraken_anchor_success || My chest still pounds with the blood I have left. I have encountered the dread from below. | It looked me in the eyes, judging… as if it already knew my deepest, darkest secrets. | Wounding it only bought me one more day. But it demands atonement.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	My chest still pounds with the little blood I have left following the night I encountered the dread from below.<br>It looked me in the eyes, judging… as if it already knew my deepest, darkest secrets.<br>Escaping is hopeless. It demands atonement.<br>It wants… my heart.	Моё сердце всё ещё колотится после ночи, когда я столкнулся с ужасом из глубин.<br>Оно смотрело мне в глаза, осуждая... будто уже знало мои самые тёмные тайны.<br>Сбежать невозможно. Оно требует искупления.<br>Оно хочет... моё сердце.		done	:	type=TextAsset; name=journals	Break | 269 | kraken_sleep_died || My chest still pounds with the little blood I have left following the night I encounter... | It looked me in the eyes, judging… as if it already knew my deepest, darkest secrets. | Escaping is hopeless. It demands atonement.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	My chest still pounds with the little blood I have left following the night I encountered the dread from below.<br>It looked me in the eyes, judging… as if it already knew my deepest, darkest secrets.<br>Weapons were futile. It demands atonement.<br>It wants… my heart.	Моё сердце всё ещё колотится после ночи, когда я столкнулся с ужасом из глубин.<br>Оно смотрело мне в глаза, осуждая... будто уже знало мои самые тёмные тайны.<br>Оружие оказалось бесполезным. Оно требует искупления.<br>Оно хочет... моё сердце.		done	:	type=TextAsset; name=journals	Break | 272 | kraken_gothurt || My chest still pounds with the little blood I have left following the night I encounter... | It looked me in the eyes, judging… as if it already knew my deepest, darkest secrets. | Weapons were futile. It demands atonement.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	My shipmate woke last night, but something felt wrong. Maybe I was just drowsy, but that voice was… off.<br>I just didn’t trust it. <br>I ignored it and pretended to be asleep until I truly dozed off.<br>My mate does not recall being awake that night…	Мой товарищ проснулся прошлой ночью, но что-то было не так. Может, я просто клевал носом, но голос звучал… неправильно.<br>Я не доверился.<br>Я игнорировал его и притворялся спящим, пока действительно не провалился в сон.<br>Мой товарищ не помнит, чтобы просыпался той ночью…		done	:	type=TextAsset; name=journals	Swindler | 262 | friendevil_slept_good || My shipmate woke last night, but something felt wrong. Maybe I was just drowsy, but tha... | I just didn’t trust it. | I ignored it and pretended to be asleep until I truly dozed off.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I felt hopeless. I couldn’t look into those dark holes any longer.<br>I hid behind my umbrella and prayed… Everything went blank after that. I woke up with tears all over my body, and some of my toes missing.	Мир вокруг меня затих, когда оно уставилось мне в глаза пустым взглядом.<br>Я был в отчаянии. Я больше не мог смотреть в эти тёмные провалы.<br>Я спрятался за зонтом и молился... Дальше всё стало пустым. Я очнулся со слезящимися глазами и без нескольких пальцев.		done	:	type=TextAsset; name=journals	Death Stare | 282 | monsterfish_umbrella_bad || My surroundings went dead silent as it stared into my eyes with its hollow gaze. | I felt hopeless. I couldn’t look into those dark holes any longer. | I hid behind my umbrella and prayed… Everything went blank after that. I woke up with t...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I felt hopeless. I couldn’t look into those dark holes any longer.<br>I hid behind my umbrella, hoping it didn’t have object permanence. I was relieved when I saw no trace of it after peeking again.	Мир вокруг затих, когда оно уставилось мне в глаза пустым взглядом.<br>Я был в отчаянии и больше не мог смотреть в эти тёмные провалы.<br>Я спрятался за зонтом, надеясь, что оно не понимает постоянство объекта. После ещё одного взгляда я с облегчением понял: ничего не вижу.		done	:	type=TextAsset; name=journals	Death Stare | 279 | monsterfish_umbrella_good || My surroundings went dead silent as it stared into my eyes with its hollow gaze. | I felt hopeless. I couldn’t look into those dark holes any longer. | I hid behind my umbrella, hoping it didn’t have object permanence. I was relieved when ...	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
Journal	event	My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I knew I had only seconds to act. Soon after, it was staring down the barrel of my harpoon gun, and one precise shot made it flee from the boat.<br>May it never find me again, especially without ammunition.	Мир вокруг затих, когда оно уставилось мне в глаза пустым взглядом.<br>У меня были считанные секунды. Я навёл гарпунное ружьё, и точный выстрел заставил его отступить.<br>Надеюсь, оно больше меня не найдёт. Особенно если патронов не будет.		done	:	type=TextAsset; name=journals	Death Feeding | 302 | monsterfish_hookgun || My surroundings went dead silent as it stared into my eyes with its hollow gaze. | I knew I had only seconds to act. Soon after, it was staring down the barrel of my harp... | May it never find me again, especially without ammunition.	medium: verify multiline fit	review block context before source_queue change	complete readable Unity text context; TextAsset payload/string-table cell
