version	asset_file	object_type	path_id	object_name	field_path	source_text	normalized_source_text	category	status	translation_guess	context_before	context_after	notes
v1.1.3	level4	raw_bytes			raw_ascii@299144	mixamorig:LeftFoot	mixamorig:leftfoot	unknown	needs-context		mixamorig:Head | GoBackToSleep | mixamorig:RightArm	mixamorig:LeftForeArm | mixamorig:RightArm | mixamorig:Spine1	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@307624	mixamorig:LeftFoot	mixamorig:leftfoot	unknown	needs-context		mixamorig:LeftHandThumb4 | Particle System (1) | mixamorig:LeftLeg	toGive | mixamorig:LeftHandThumb2 | mixamorig:Spine1	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@316696	mixamorig:LeftFoot	mixamorig:leftfoot	unknown	needs-context		mixamorig:RightUpLeg | Point Light | AllVisualItems	TraderPaddleRight | MonsterFishModel (8) | mixamorig:LeftForeArm	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@344552	mixamorig:LeftFoot	mixamorig:leftfoot	unknown	needs-context		Point Light (5) | mixamorig:LeftHandIndex4 | mixamorig:LeftHandIndex2	Point Light (3) | mixamorig:LeftShoulder | mixamorig:LeftHandThumb1	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@381064	mixamorig:LeftFoot	mixamorig:leftfoot	unknown	needs-context		mixamorig:RightHandThumb1 | mixamorig:Spine1 | mixamorig:RightFoot	mixamorig:RightHand | Text (TMP) | Particle System	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@410200	mixamorig:LeftFoot	mixamorig:leftfoot	unknown	needs-context		Point Light | MonsterFishModel (3) | mixamorig:RightFoot	mixamorig:Spine | mixamorig:RightUpLeg | mixamorig:Spine2	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@434216	mixamorig:LeftFoot	mixamorig:leftfoot	unknown	needs-context		mixamorig:LeftHandThumb4 | mixamorig:RightHandThumb2 | mixamorig:RightHandIndex4	mixamorig:LeftFoot | mixamorig:RightHandIndex1 | mixamorig:Spine1	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@434376	mixamorig:LeftFoot	mixamorig:leftfoot	unknown	needs-context		mixamorig:RightHandThumb2 | mixamorig:RightHandIndex4 | mixamorig:LeftFoot	mixamorig:RightHandIndex1 | mixamorig:Spine1 | mixamorig:LeftForeArm	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@284488	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:Neck | Point Light (2) | mixamorig:RightShoulder	Point Light | mixamorig:LeftLeg | mixamorig:LeftToeBase	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@299192	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		GoBackToSleep | mixamorig:RightArm | mixamorig:LeftFoot	mixamorig:RightArm | mixamorig:Spine1 | mixamorig:RightForeArm	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@300968	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		fishie (2) | Particle System (3) | mixamorig:LeftHandThumb3	mixamorig:RightHandThumb1 | mixamorig:RightHandIndex2 | mixamorig:LeftHandIndex1	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@317032	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:LeftFoot | TraderPaddleRight | MonsterFishModel (8)	Point Light | mixamorig:RightHandThumb1 | mixamorig:RightHand	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@335736	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:RightForeArm | toGive | MonsterFishModel (9)	mixamorig:RightHandThumb2 | TraderPaddleLeft | toGive	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@342472	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:RightShoulder | Spot Light | mixamorig:RightShoulder	mixamorig:RightHandIndex3 | GoToSleepText (14) | Energy3	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@368840	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:LeftArm | mixamorig:LeftHandIndex3 | mixamorig:Spine2	Point Light (4) | toGive | Particle System	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@396312	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		TraderBody | Spot Light | mixamorig:LeftShoulder	TraderBoat | mixamorig:Spine | Point Light (1)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@397512	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:Spine1 | Trader1 | GoToSleepText (6)	toGive | Point Light (1) | THE BOAT	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@401272	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:LeftShoulder | Fishies | Particle System	TraderPaddleRight | Point Light | mixamorig:Spine2	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@408392	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:RightHandThumb3 | Text (TMP) | mixamorig:RightHandIndex3	mixamorig:RightForeArm | mixamorig:RightArm | Point Light	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@417224	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:LeftHandIndex1 | mixamorig:LeftToeBase | mixamorig:RightArm	FriendText | mixamorig:LeftToeBase | mixamorig:RightHand	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@419192	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		Point Light | mixamorig:RightHandThumb2 | mixamorig:Spine	Particle System (2) | Point Light | mixamorig:Neck	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@434776	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:LeftFoot | mixamorig:RightHandIndex1 | mixamorig:Spine1	mixamorig:Neck | Particle System (1) | Particle System	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@435464	mixamorig:LeftForeArm	mixamorig:leftforearm	unknown	needs-context		mixamorig:Neck | Particle System (1) | Particle System	mixamorig:Neck | mixamorig:RightHandIndex4 | mixamorig:LeftHandThumb4	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@281080	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:LeftFoot | mixamorig:Hips | mixamorig:LeftFoot	mixamorig:RightToeBase | mixamorig:LeftHand | mixamorig:LeftLeg	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@281704	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:LeftFoot | mixamorig:LeftHand | mixamorig:RightToeBase	mixamorig:LeftLeg | mixamorig:RightHandThumb1 | mixamorig:LeftHandIndex4	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@291672	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		Point Light (3) | mixamorig:LeftUpLeg | mixamorig:RightToeBase	mixamorig:LeftHand | mixamorig:Neck | mixamorig:RightHandIndex2	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@292040	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:LeftUpLeg | mixamorig:RightToeBase | mixamorig:LeftHand	mixamorig:Neck | mixamorig:RightHandIndex2 | GoToSleepText (10)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@294696	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:RightHandThumb4 | mixamorig:RightShoulder | mixamorig:LeftUpLeg	mixamorig:Head | mixamorig:LeftHandThumb3 | mixamorig:RightToeBase	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@301704	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:RightHandThumb1 | mixamorig:RightHandIndex2 | mixamorig:LeftHandIndex1	mixamorig:LeftHandThumb2 | mixamorig:LeftHand | FoundFlower	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@302040	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:LeftHandIndex1 | mixamorig:LeftHand | mixamorig:LeftHandThumb2	FoundFlower | MonsterFishModel (5) | mixamorig:RightHandIndex3	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@337528	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		TraderPaddleLeft | toGive | mixamorig:LeftHandThumb1	mixamorig:RightHandThumb2 | mixamorig:RightHandThumb4 | mixamorig:RightHand	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@360696	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		Particle System | toGive | mixamorig:RightHandThumb2	mixamorig:RightHandIndex2 | mixamorig:RightToeBase | mixamorig:LeftArm	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@376504	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:RightHandThumb3 | mixamorig:LeftShoulder | Particle System (2)	FriendText | Point Light (4) | MysteryChest	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@400504	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:LeftArm | fishie (1) | Point Light (2)	mixamorig:LeftHandThumb4 | SmallMonsterFishes | mixamorig:LeftShoulder	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@409112	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		Point Light | Particle System | mixamorig:RightLeg	Point Light | MonsterFishModel (3) | mixamorig:RightFoot	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@412984	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		Point Light (1) | mixamorig:LeftHandThumb4 | TraderPaddleRight	mixamorig:LeftLeg | mixamorig:LeftHandIndex2 | mixamorig:LeftHandIndex1	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@416776	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:LeftHandThumb3 | Point Light (3) | GoToSleepText (5)	mixamorig:LeftHandIndex1 | mixamorig:LeftToeBase | mixamorig:RightArm	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@422552	mixamorig:LeftHand	mixamorig:lefthand	unknown	needs-context		mixamorig:LeftHandThumb2 | mixamorig:RightHandThumb3 | mixamorig:RightHandIndex3	MonsterFishModel | mixamorig:LeftHandThumb1 | TraderCanvas	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@276568	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		MonsterFishModel (4) | Spot Light | GoToSleepText (8)	mixamorig:RightFoot | SmallMonsterFish | TraderHandRight	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@301240	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:LeftForeArm | mixamorig:RightHandThumb1 | mixamorig:RightHandIndex2	mixamorig:LeftHand | mixamorig:LeftHandThumb2 | mixamorig:LeftHand	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@311448	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:RightLeg | TraderBoat | mixamorig:LeftShoulder	fishie (6) | mixamorig:LeftArm | LootBoxChest	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@313512	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:RightHandIndex3 | mixamorig:RightHandThumb1 | Text (TMP)	mixamorig:Hips | FishIntoBoat | mixamorig:LeftHandThumb3	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@321336	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:LeftLeg | mixamorig:RightUpLeg | TraderCanvas	mixamorig:LeftToeBase | mixamorig:LeftHandIndex3 | mixamorig:RightHandIndex1	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@327368	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		Point Light | mixamorig:RightHandIndex1 | mixamorig:RightHandIndex4	mixamorig:RightHandThumb1 | mixamorig:LeftHandIndex1 | mixamorig:LeftHandThumb3	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@327928	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:RightHandIndex4 | mixamorig:LeftHandIndex1 | mixamorig:RightHandThumb1	mixamorig:LeftHandThumb3 | mixamorig:LeftHandThumb4 | mixamorig:RightHandThumb3	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@349912	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:Spine1 | mixamorig:RightLeg | mixamorig:RightUpLeg	GoBackToSleep | toGive | mixamorig:RightToeBase	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@354392	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:RightLeg | mixamorig:RightHandIndex4 | mixamorig:LeftHandIndex3	Point Light (3) | mixamorig:LeftHandThumb1 | mixamorig:RightLeg	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@368200	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		TraderLamp | Point Light (2) | mixamorig:RightFoot	Particle System (1) | mixamorig:Spine2 | mixamorig:LeftArm	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@370264	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		Point Light | TraderHandLeft | mixamorig:RightHandIndex3	mixamorig:RightHand | Point Light (1) | mixamorig:RightHandIndex4	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@382360	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:RightHandIndex1 | mixamorig:LeftHandIndex3 | mixamorig:RightFoot	mixamorig:RightHandThumb3 | MonsterFishModel (7) | mixamorig:RightShoulder	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@398568	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:RightShoulder | TraderCanvas | GoToSleepText (15)	Point Light (3) | Point Light | Particle System	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@411528	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:RightFoot | Point Light (1) | toGive	mixamorig:Hips | Foods | Point Light (1)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@413480	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		mixamorig:LeftHand | mixamorig:LeftLeg | mixamorig:LeftHandIndex2	mixamorig:Head | mixamorig:RightHandThumb1 | mixamorig:LeftHandThumb2	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@416824	mixamorig:LeftHandIndex1	mixamorig:lefthandindex1	unknown	needs-context		Point Light (3) | GoToSleepText (5) | mixamorig:LeftHand	mixamorig:LeftToeBase | mixamorig:RightArm | mixamorig:LeftForeArm	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@271864	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		Library/unity default resources | mixamorig:RightHand | mixamorig:LeftArm	mixamorig:LeftFoot | mixamorig:Hips | mixamorig:Neck	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@273208	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		Particle System | mixamorig:RightHandThumb3 | ShowCurrentFriend	Energy2 | mixamorig:LeftShoulder | mixamorig:LeftFoot	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@292728	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		mixamorig:RightHandIndex2 | GoToSleepText (10) | mixamorig:Spine2	mixamorig:RightHandIndex1 | mixamorig:LeftLeg | mixamorig:Spine	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@320072	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		TraderHandLeft | fishpivot (3) | mixamorig:RightHandThumb2	mixamorig:RightHandThumb2 | mixamorig:RightUpLeg | Point Light (1)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@344488	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		mixamorig:Spine | Point Light (5) | mixamorig:LeftHandIndex4	mixamorig:LeftFoot | Point Light (3) | mixamorig:LeftShoulder	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@352296	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		mixamorig:LeftToeBase | toGive | mixamorig:RightForeArm	mixamorig:LeftHandThumb1 | TraderHandRight | mixamorig:RightToeBase	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@373432	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		mixamorig:RightFoot | mixamorig:LeftHandIndex3 | Particle System (1)	mixamorig:LeftShoulder | fishpivot (2) | mixamorig:LeftToeBase	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@377720	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		mixamorig:LeftHandThumb2 | mixamorig:LeftHandThumb4 | mixamorig:RightHandIndex1	Text (TMP) | mixamorig:Spine1 | mixamorig:RightHandIndex4	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@393784	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		mixamorig:Spine | mixamorig:RightUpLeg | Particle System	mixamorig:LeftShoulder | mixamorig:RightForeArm | mixamorig:Spine2	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@401928	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		Point Light | mixamorig:Spine2 | Energy1	mixamorig:RightHandThumb1 | mixamorig:LeftHandIndex2 | GoToSleepText (11)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@402392	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		Energy1 | mixamorig:LeftHandIndex2 | mixamorig:RightHandThumb1	GoToSleepText (11) | mixamorig:LeftShoulder | Point Light (2)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@403960	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		mixamorig:LeftUpLeg | mixamorig:RightUpLeg | mixamorig:RightUpLeg	mixamorig:RightHandIndex1 | fishpivot (1) | mixamorig:Spine2	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@413416	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		TraderPaddleRight | mixamorig:LeftHand | mixamorig:LeftLeg	mixamorig:LeftHandIndex1 | mixamorig:Head | mixamorig:RightHandThumb1	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@414792	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		mixamorig:RightHandThumb1 | mixamorig:LeftHandThumb2 | MonsterFishModel	mixamorig:RightArm | Particle System | Particle System	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@433032	mixamorig:LeftHandIndex2	mixamorig:lefthandindex2	unknown	needs-context		Point Light | mixamorig:RightArm | Text (TMP)	mixamorig:RightHandIndex3 | mixamorig:LeftHandThumb4 | mixamorig:RightHandThumb2	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@272504	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:Hips | mixamorig:Neck | mixamorig:LeftFoot	Text (TMP) | Particle System | mixamorig:RightHandThumb3	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@274440	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:RightHandIndex2 | mixamorig:RightHandThumb4 | mixamorig:RightHandIndex1	mixamorig:Spine | mixamorig:RightHandThumb1 | mixamorig:RightHandIndex3	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@289608	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:Spine2 | mixamorig:LeftLeg | mixamorig:Spine2	SLEEPkiller | Particle System | TraderLamp	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@315640	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:Spine2 | Point Light (2) | mixamorig:LeftLeg	mixamorig:LeftHandThumb4 | mixamorig:RightUpLeg | Point Light	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@321528	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		TraderCanvas | mixamorig:LeftHandIndex1 | mixamorig:LeftToeBase	mixamorig:RightHandIndex1 | mixamorig:RightHandThumb4 | mixamorig:LeftHandIndex4	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@328552	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:RightHandThumb1 | mixamorig:RightShoulder | mixamorig:Head	Point Light (1) | mixamorig:RightShoulder | mixamorig:RightUpLeg	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@332472	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		itemToGive | mixamorig:RightHandIndex4 | mixamorig:RightShoulder	mixamorig:RightToeBase | Point Light | Text (TMP)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@354248	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:RightToeBase | mixamorig:RightLeg | mixamorig:RightHandIndex4	mixamorig:LeftHandIndex1 | Point Light (3) | mixamorig:LeftHandThumb1	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@362472	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:LeftUpLeg | mixamorig:RightFoot | mixamorig:RightHandIndex4	GoBackToSleep | bait (2) N | Particle System (3)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@368600	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		Particle System (1) | mixamorig:Spine2 | mixamorig:LeftArm	mixamorig:Spine2 | mixamorig:LeftForeArm | Point Light (4)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@372776	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:LeftLeg | mixamorig:Hips | mixamorig:RightFoot	Particle System (1) | mixamorig:LeftHandIndex2 | mixamorig:LeftShoulder	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@382200	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:LeftHandThumb4 | mixamorig:RightHandThumb4 | mixamorig:RightHandIndex1	mixamorig:RightFoot | mixamorig:LeftHandIndex1 | mixamorig:RightHandThumb3	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@405624	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		ChestModel | mixamorig:RightHandThumb2 | mixamorig:Hips	TraderCanvas | fishie (3) | Text (TMP)	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@428616	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:LeftArm | Trader3 | mixamorig:RightHandIndex2	mixamorig:LeftToeBase | mixamorig:LeftHandThumb4 | mixamorig:RightFoot	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@438088	mixamorig:LeftHandIndex3	mixamorig:lefthandindex3	unknown	needs-context		mixamorig:RightHandThumb4 | EnergyCostShower | Particle System (1)	bait (1) N | FriendSick | TraderLamp	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@279336	mixamorig:LeftHandIndex4	mixamorig:lefthandindex4	unknown	needs-context		mixamorig:RightHandThumb3 | Particle System | mixamorig:Spine	Spot Light | Point Light | TraderHandRight	raw byte fallback candidate; inspect neighbouring Unity object if promoted
v1.1.3	level4	raw_bytes			raw_ascii@282056	mixamorig:LeftHandIndex4	mixamorig:lefthandindex4	unknown	needs-context		mixamorig:LeftHand | mixamorig:LeftLeg | mixamorig:RightHandThumb1	mixamorig:LeftHandIndex4 | Point Light | Spot Light	raw byte fallback candidate; inspect neighbouring Unity object if promoted
