seed	found_string	file	encoding_method	byte_offset	nearby_strings	in_source_queue	in_generated_dictionary	recommended_action
Left	"""needsdirection_left"";""The boat arrived at a fork in the waterway. I had hoped I could simply keep rowing forward, but in the end, I had to make a choice.<br>I turned left.<br>The waters seemed calmer that way. I just ho"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13630352	"""bigwaves_swimbelt"";""Last night was nauseating, to say the least. Had I slept an hour longer, I might have ended up under the boat.<br>I had a swim ring lying around, so I put it on, just to rest assured I wouldn | t wake up in salty water."";""Restless Waves"";217 | ""bigwaves_badsleep"";""I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>After collecting my thoughts and regaining my balance, I tried to get a few more hours of sleep | , but to no avail."";""Restless Waves"";217 | ""bigwaves_lostitem"";""I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>Accepting the circumstances, it was calming to drift back to sleep to the rocking of the boat.< | br>But I might have lost something to the waves | "";""Restless Waves"";247 | ""boatleak_solved"";""Had no high hopes for this old dinghy, but I didn | t expect a leak so big it could have drowned me in my sleep.<br>I acted quickly enough to keep my boots from filling with water, though. I just hope this boat doesn | t hold any more surprises for me."";""Quick Fix"";248 | ""boatleak_unsolved"";""Had no high hopes for this old dinghy, but I didn | t expect a leak so big it nearly drowned me in my sleep.<br>The bottom of the boat is full of water now, and it looks like it could have done more damage than I thought."";""Wet Boots"";219 | ""dangerouswater_navigated"";""Looking at my surroundings, it was clear I needed to navigate a bit, or the boat might drift into waters more dangerous than I could handle.<br>Truth be told, I have no idea where I | m headed. Let | s just hope it | s more pleasant than wherever I woke up last night | "";""Rock And Row"";262 | ""dangerouswater_slept"";""I felt the impact of a small rock scraping beneath the boat, so I got up to take a look around"	no	no	add_or_update_exact_source_if_player_facing
Right	pe I made the right decision	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13630572	"t wake up in salty water."";""Restless Waves"";217 | ""bigwaves_badsleep"";""I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>After collecting my thoughts and regaining my balance, I tried to get a few more hours of sleep | , but to no avail."";""Restless Waves"";217 | ""bigwaves_lostitem"";""I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>Accepting the circumstances, it was calming to drift back to sleep to the rocking of the boat.< | br>But I might have lost something to the waves | "";""Restless Waves"";247 | ""boatleak_solved"";""Had no high hopes for this old dinghy, but I didn | t expect a leak so big it could have drowned me in my sleep.<br>I acted quickly enough to keep my boots from filling with water, though. I just hope this boat doesn | t hold any more surprises for me."";""Quick Fix"";248 | ""boatleak_unsolved"";""Had no high hopes for this old dinghy, but I didn | t expect a leak so big it nearly drowned me in my sleep.<br>The bottom of the boat is full of water now, and it looks like it could have done more damage than I thought."";""Wet Boots"";219 | ""dangerouswater_navigated"";""Looking at my surroundings, it was clear I needed to navigate a bit, or the boat might drift into waters more dangerous than I could handle.<br>Truth be told, I have no idea where I | m headed. Let | s just hope it | s more pleasant than wherever I woke up last night | "";""Rock And Row"";262 | ""dangerouswater_slept"";""I felt the impact of a small rock scraping beneath the boat, so I got up to take a look around | <br>The area seemed pretty sketchy, but I still chose to go back to sleep and let the waves carry me out of there.<br>This way, I can"	no	no	add_or_update_exact_source_if_player_facing
Right	"""needsdirection_right"";""The boat arrived at a fork in the waterway. I had hoped I could simply keep rowing forward, but in the end, I had to make a choice.<br>I turned right.<br>I trusted the dangerous waters more than t"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13630623	"t wake up in salty water."";""Restless Waves"";217 | ""bigwaves_badsleep"";""I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>After collecting my thoughts and regaining my balance, I tried to get a few more hours of sleep | , but to no avail."";""Restless Waves"";217 | ""bigwaves_lostitem"";""I woke up to the force of waves crashing against the side of the boat, water splashing into my face.<br>Accepting the circumstances, it was calming to drift back to sleep to the rocking of the boat.< | br>But I might have lost something to the waves | "";""Restless Waves"";247 | ""boatleak_solved"";""Had no high hopes for this old dinghy, but I didn | t expect a leak so big it could have drowned me in my sleep.<br>I acted quickly enough to keep my boots from filling with water, though. I just hope this boat doesn | t hold any more surprises for me."";""Quick Fix"";248 | ""boatleak_unsolved"";""Had no high hopes for this old dinghy, but I didn | t expect a leak so big it nearly drowned me in my sleep.<br>The bottom of the boat is full of water now, and it looks like it could have done more damage than I thought."";""Wet Boots"";219 | ""dangerouswater_navigated"";""Looking at my surroundings, it was clear I needed to navigate a bit, or the boat might drift into waters more dangerous than I could handle.<br>Truth be told, I have no idea where I | m headed. Let | s just hope it | s more pleasant than wherever I woke up last night | "";""Rock And Row"";262 | ""dangerouswater_slept"";""I felt the impact of a small rock scraping beneath the boat, so I got up to take a look around | <br>The area seemed pretty sketchy, but I still chose to go back to sleep and let the waves carry me out of there.<br>This way, I can"	no	no	add_or_update_exact_source_if_player_facing
Left	"t care less. In the morning, only a feather was left in the boat, so I decorated my hat with it."";""Not a Night Owl.. or Seagull"";275"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13635820	"he empty horizon | "";""Choices | "";213 | ""needsdirection_break"";""The boat arrived at a point of diverging paths. None of them looked appealing.<br>I flipped an imaginary coin in my head, and that | s the way we | re headed now.<br>If only the shallow rocky bottom along that route were imaginary too | it was one bumpy passage."";""The Sea Took the Wheel"";257 | ""rain_umbrella"";""A little rain isn | t so bad. After baking under the sun and sweating for hours, waking up to that felt surprisingly refreshing.<br>I don | t want to catch a cold, though, so I rolled out my umbrella for the night."";""Shower Night"";210 | ""rain_bucket"";""A little rain isn | t so bad. After baking under the sun and sweating for hours, waking up to that felt surprisingly refreshing.<br>But I also needed proper rest, so I covered my head with a bucket to get some unbothered sleep."";""Shower Nig | ht"";225 | ""rain_map"";""I hate getting my socks wet as it is, and now I just had to wake up with all my clothes cold and drenched. I | m not a heavy sleeper either, so something had to help me drift off.<br>The map which proved to be useless, held up just long enough | until I woke up with pieces of it in my mouth. Yuck."";""Shower Night"";295 | ""rain_sleep"";""Rain can be calming, even when things aren | t great.<br>Of course, normally I"	no	no	add_or_update_exact_source_if_player_facing
Unwell	"""sleptunwell_swimbelt"";""I don"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13635954	"s the way we | re headed now.<br>If only the shallow rocky bottom along that route were imaginary too | it was one bumpy passage."";""The Sea Took the Wheel"";257 | ""rain_umbrella"";""A little rain isn | t so bad. After baking under the sun and sweating for hours, waking up to that felt surprisingly refreshing.<br>I don | t want to catch a cold, though, so I rolled out my umbrella for the night."";""Shower Night"";210 | ""rain_bucket"";""A little rain isn | t so bad. After baking under the sun and sweating for hours, waking up to that felt surprisingly refreshing.<br>But I also needed proper rest, so I covered my head with a bucket to get some unbothered sleep."";""Shower Nig | ht"";225 | ""rain_map"";""I hate getting my socks wet as it is, and now I just had to wake up with all my clothes cold and drenched. I | m not a heavy sleeper either, so something had to help me drift off.<br>The map which proved to be useless, held up just long enough | until I woke up with pieces of it in my mouth. Yuck."";""Shower Night"";295 | ""rain_sleep"";""Rain can be calming, even when things aren | t great.<br>Of course, normally I | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>Still, I drifted off quickly to the sound of droplets hitting the ocean."";""Shower Night"";263 | ""rain_sleep_bad"";""Rain can be calming, even when things aren | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>I struggled to sleep as every droplet hit my face through the night."";""Shower Night"";259 | ""rainstorm_umbrella"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, though it may not have been the"	no	no	add_or_update_exact_source_if_player_facing
Unwell	"""sleptunwell_bucket"";""I don"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13636269	"t want to catch a cold, though, so I rolled out my umbrella for the night."";""Shower Night"";210 | ""rain_bucket"";""A little rain isn | t so bad. After baking under the sun and sweating for hours, waking up to that felt surprisingly refreshing.<br>But I also needed proper rest, so I covered my head with a bucket to get some unbothered sleep."";""Shower Nig | ht"";225 | ""rain_map"";""I hate getting my socks wet as it is, and now I just had to wake up with all my clothes cold and drenched. I | m not a heavy sleeper either, so something had to help me drift off.<br>The map which proved to be useless, held up just long enough | until I woke up with pieces of it in my mouth. Yuck."";""Shower Night"";295 | ""rain_sleep"";""Rain can be calming, even when things aren | t great.<br>Of course, normally I | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>Still, I drifted off quickly to the sound of droplets hitting the ocean."";""Shower Night"";263 | ""rain_sleep_bad"";""Rain can be calming, even when things aren | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>I struggled to sleep as every droplet hit my face through the night."";""Shower Night"";259 | ""rainstorm_umbrella"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, though it may not have been the | best idea to use one during a storm in the middle of the ocean."";""Roaring Clouds"";262 | ""rainstorm_umbrella_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, but it suffered a few tear | s from the strong winds that came with the storm."";""Roaring Clouds"";242 | ""rainstorm_anchor"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>One heavy anchor was enough to keep the boat in place and protect it from drifti | ng too far with the dangerous currents."";""Stuck Under the Weather"";239"	no	no	add_or_update_exact_source_if_player_facing
Unwell	"""sleptunwell_flashlight"";""Usually I"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13636554	"ht"";225 | ""rain_map"";""I hate getting my socks wet as it is, and now I just had to wake up with all my clothes cold and drenched. I | m not a heavy sleeper either, so something had to help me drift off.<br>The map which proved to be useless, held up just long enough | until I woke up with pieces of it in my mouth. Yuck."";""Shower Night"";295 | ""rain_sleep"";""Rain can be calming, even when things aren | t great.<br>Of course, normally I | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>Still, I drifted off quickly to the sound of droplets hitting the ocean."";""Shower Night"";263 | ""rain_sleep_bad"";""Rain can be calming, even when things aren | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>I struggled to sleep as every droplet hit my face through the night."";""Shower Night"";259 | ""rainstorm_umbrella"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, though it may not have been the | best idea to use one during a storm in the middle of the ocean."";""Roaring Clouds"";262 | ""rainstorm_umbrella_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, but it suffered a few tear | s from the strong winds that came with the storm."";""Roaring Clouds"";242 | ""rainstorm_anchor"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>One heavy anchor was enough to keep the boat in place and protect it from drifti | ng too far with the dangerous currents."";""Stuck Under the Weather"";239 | ""rainstorm_bucket"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rai | n off my face. Worked like a metallic charm."";""Roaring Clouds"";244 | ""rainstorm_bucket_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off"	no	no	add_or_update_exact_source_if_player_facing
Unwell	"""sleptunwell_umbrella"";""I don"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13636827	"m not a heavy sleeper either, so something had to help me drift off.<br>The map which proved to be useless, held up just long enough | until I woke up with pieces of it in my mouth. Yuck."";""Shower Night"";295 | ""rain_sleep"";""Rain can be calming, even when things aren | t great.<br>Of course, normally I | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>Still, I drifted off quickly to the sound of droplets hitting the ocean."";""Shower Night"";263 | ""rain_sleep_bad"";""Rain can be calming, even when things aren | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>I struggled to sleep as every droplet hit my face through the night."";""Shower Night"";259 | ""rainstorm_umbrella"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, though it may not have been the | best idea to use one during a storm in the middle of the ocean."";""Roaring Clouds"";262 | ""rainstorm_umbrella_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, but it suffered a few tear | s from the strong winds that came with the storm."";""Roaring Clouds"";242 | ""rainstorm_anchor"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>One heavy anchor was enough to keep the boat in place and protect it from drifti | ng too far with the dangerous currents."";""Stuck Under the Weather"";239 | ""rainstorm_bucket"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rai | n off my face. Worked like a metallic charm."";""Roaring Clouds"";244 | ""rainstorm_bucket_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off | my face. The morning was spent reorganizing the things that survived the storm."";""Roaring Clouds"";275 | ""rainstorm_sleep"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep. I"	no	no	add_or_update_exact_source_if_player_facing
Unwell	"""sleptunwell_trysleep"";""I don"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13637097	"t great.<br>Of course, normally I | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>Still, I drifted off quickly to the sound of droplets hitting the ocean."";""Shower Night"";263 | ""rain_sleep_bad"";""Rain can be calming, even when things aren | d hear it from inside, dry and safe, not in a wooden boat, soaked through, with water running down my clothes.<br>I struggled to sleep as every droplet hit my face through the night."";""Shower Night"";259 | ""rainstorm_umbrella"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, though it may not have been the | best idea to use one during a storm in the middle of the ocean."";""Roaring Clouds"";262 | ""rainstorm_umbrella_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>I managed to keep myself dry with an umbrella, but it suffered a few tear | s from the strong winds that came with the storm."";""Roaring Clouds"";242 | ""rainstorm_anchor"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>One heavy anchor was enough to keep the boat in place and protect it from drifti | ng too far with the dangerous currents."";""Stuck Under the Weather"";239 | ""rainstorm_bucket"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rai | n off my face. Worked like a metallic charm."";""Roaring Clouds"";244 | ""rainstorm_bucket_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off | my face. The morning was spent reorganizing the things that survived the storm."";""Roaring Clouds"";275 | ""rainstorm_sleep"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep. I | m still shivering in my cold, wet clothes."";""Roaring Clouds"";215 | ""rainstorm_sleep_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep.<br>My supplies were hit t | oo, and the morning was spent rearranging everything so it"	no	no	add_or_update_exact_source_if_player_facing
Right	" right?"";""Other People?!"";226"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13638336	"ng too far with the dangerous currents."";""Stuck Under the Weather"";239 | ""rainstorm_bucket"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Far too bothered to sleep, I wore a bucket to dampen the sounds and keep the rai | n off my face. Worked like a metallic charm."";""Roaring Clouds"";244 | ""rainstorm_bucket_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>Unable to sleep, I wore a bucket to dampen the sounds and keep the rain off | my face. The morning was spent reorganizing the things that survived the storm."";""Roaring Clouds"";275 | ""rainstorm_sleep"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep. I | m still shivering in my cold, wet clothes."";""Roaring Clouds"";215 | ""rainstorm_sleep_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep.<br>My supplies were hit t | oo, and the morning was spent rearranging everything so it | s in order again."";""Roaring Clouds"";272 | ""seagull_flashlight"";""A curious seagull made a visit to the boat last night. What a cute and harmless creature!<br>But when it started pecking a bit too close to my supplies, I decided to shoo it away with my flashlight. | This boat is too small for one more guest."";""I Get the Last Laugh!"";241 | ""seagull_net"";""A curious seagull made a visit to the boat last night. Too bad it found the person who | s much desperate for any food they can get their hands on.<br>Lucky for the quick one it was, my plan didn | t work out as intended, and it flew away freely."";""Close Call Culinary"";242 | ""seagull_eat"";""A curious seagull made a visit to the boat last night. What a cute and harmless creature!<br>It looked tired and hungry, it must have been flying for quite a while. I couldn | t resist and shared some of my food with it. I may have made a new friend!"";""A Feathered Friend?"";248 | ""seagull_sleep"";""A curious seagull made a visit to the boat last night. During the night, it kept making laughing sounds, like someone had told it the best jokes ever.<br>Hard sleep, but I couldn"	no	no	add_or_update_exact_source_if_player_facing
Right	"""fishsquad_fished"";""What a fortunate night! I woke up at just the right time to see a group of fish circling around the boat, so I took the chance to do some fishing!<br>I"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13638923	"my face. The morning was spent reorganizing the things that survived the storm."";""Roaring Clouds"";275 | ""rainstorm_sleep"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep. I | m still shivering in my cold, wet clothes."";""Roaring Clouds"";215 | ""rainstorm_sleep_lost"";""I was jolted awake by the sound of thunder that followed the flashing lights of the storm that brewed up last night.<br>It was one of my hardest nights in terms of sleep.<br>My supplies were hit t | oo, and the morning was spent rearranging everything so it | s in order again."";""Roaring Clouds"";272 | ""seagull_flashlight"";""A curious seagull made a visit to the boat last night. What a cute and harmless creature!<br>But when it started pecking a bit too close to my supplies, I decided to shoo it away with my flashlight. | This boat is too small for one more guest."";""I Get the Last Laugh!"";241 | ""seagull_net"";""A curious seagull made a visit to the boat last night. Too bad it found the person who | s much desperate for any food they can get their hands on.<br>Lucky for the quick one it was, my plan didn | t work out as intended, and it flew away freely."";""Close Call Culinary"";242 | ""seagull_eat"";""A curious seagull made a visit to the boat last night. What a cute and harmless creature!<br>It looked tired and hungry, it must have been flying for quite a while. I couldn | t resist and shared some of my food with it. I may have made a new friend!"";""A Feathered Friend?"";248 | ""seagull_sleep"";""A curious seagull made a visit to the boat last night. During the night, it kept making laughing sounds, like someone had told it the best jokes ever.<br>Hard sleep, but I couldn | t care less. In the morning, only a feather was left in the boat, so I decorated my hat with it."";""Not a Night Owl.. or Seagull"";275 | ""sleptunwell_swimbelt"";""I don | t know if it was the constant swaying or the hard plank under my head, but I couldn | t get back to sleep.<br>I should have thought of it earlier, but the swim ring is actually pretty comfortable to rest my head on. It solved my sleeping problems for the night."";""Comfy Enough"";265"	no	no	add_or_update_exact_source_if_player_facing
Right	 wherever the hell I am right now.<br>Why are they so much bigger and so	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13646249	"""islandsmall_foundbait"";""I found a lonely, minuscule island, so I decided to take a small tour.<br>Among the shrubs, I found an old can, with worms feeding on scraps inside. Will do for the fishies!"";""Midnight Tour"";173 | ""islandsmall_foundchest"";""I found a lonely, minuscule island, so I decided to take a small tour.<br>Someone must have been there before, because I found an old wooden chest. I took it with me back to the boat.<br>It was | heavy and exhausting to carry, so it better be worth it!"";""Midnight Tour"";250 | ""islandsmall_gotattacked"";""I found a lonely, minuscule island, so I decided to take a small tour.<br>While looking around the trees, I wasn | t careful enough. Something attacked me from above. It looked like a | long coconut?<br>I used leaves from the shrubs to stop the bleeding, but it still hurts like hell."";""Misadventure"";281 | ""monsterfish_food_good"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I knew it wanted to feast. With a shaking hand, I picked up some cans from my boat and tried offering fish to i | t.<br>If I hadn | t done that, I | d probably have become its supper."";""Feeding Death"";260 | ""monsterfish_food_bad"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I knew it wanted to feast. I tried feeding it my leftovers, desperate to distract it.<br>Everything went blank a | fter that. I woke up with teeth marks all over my lower body | and I don | t think I can feel one of my feet."";""Death Feeding"";302 | ""monsterfish_hookgun"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I knew I had only seconds to act. Soon after, it was staring down the barrel of my harpoon gun, and one precise s | hot made it flee from the boat.<br>May it never find me again, especially without ammunition."";""Death Stare"";290 | ""monsterfish_net_bad"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I thought a fishnet would either distract it or win me a record in fishing.<br>But everything went blank after th | e throw. I woke up with only half my toes intact and huge teeth marks on both of my legs."";""Death Stare"";286"	no	no	add_or_update_exact_source_if_player_facing
Right	 wherever the hell I am right now.<br>Why are they so much bigger and so	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13647162	"t.<br>If I hadn | t done that, I | d probably have become its supper."";""Feeding Death"";260 | ""monsterfish_food_bad"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I knew it wanted to feast. I tried feeding it my leftovers, desperate to distract it.<br>Everything went blank a | fter that. I woke up with teeth marks all over my lower body | and I don | t think I can feel one of my feet."";""Death Feeding"";302 | ""monsterfish_hookgun"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I knew I had only seconds to act. Soon after, it was staring down the barrel of my harpoon gun, and one precise s | hot made it flee from the boat.<br>May it never find me again, especially without ammunition."";""Death Stare"";290 | ""monsterfish_net_bad"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I thought a fishnet would either distract it or win me a record in fishing.<br>But everything went blank after th | e throw. I woke up with only half my toes intact and huge teeth marks on both of my legs."";""Death Stare"";286 | ""monsterfish_sleep"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I was sure it was just a nightmare, so I tried to ignore it and drifted off again.<br>It | s daytime now, but I still feel like I | m being watched | "";""Death Stare"";228 | ""monsterfish_sleep_bad"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>I was sure it was just a nightmare, so I tried to ignore it and drifted off again.<br>I woke up with only half | my toes intact and huge teeth marks on my legs."";""Death Stare"";242 | ""monsterfish_flashlight_good"";""My surroundings went dead silent as it stared into my eyes with its hollow gaze.<br>Without even trying to comprehend what I saw, I started flickering my flashlight at it, hoping the light"	no	no	add_or_update_exact_source_if_player_facing
Left	s still right where I left it, but now I can	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13652375	"""smallmonsterfish_sleep"";""Loads of white, glowing dots filled the sea | watching. The fish were far bigger and much more unnerving than those I | d seen during the day.<br>But they didn | t seem able to hurt me, even though they kept watching me in my sleep all the way until dawn."";""Being Watched"";250 | ""smallmonsterfish_sleep_lose"";""Loads of white, glowing dots filled the sea | d seen during the day.<br>I tried ignoring them, but they had other plans. The last thing I remember was the blinding light of their eyes.<br>I think I lost part of my ear."";""Blinding Wounds"";289 | ""thefog_tryseeing"";""I could barely see the end of my own boat.<br>I spent so much time staring into the fog, trying to understand where I was, that I may have started seeing figures in it.<br>I think I saw a person | without a head."";""The Man in the Fog"";211 | ""thefog_tryseeing_lost"";""I could barely see the end of my own boat.<br>I spent so much time staring into the fog, trying to understand where I was, that I may have started seeing figures in it.<br>I remember something co | ld touching my shoulders. I | m never sleeping in the fog again."";""The Man in the Fog"";257 | ""vortex_anchor"";""If I hadn | t woken up, the boat would | ve been in pieces by dawn, with me under it.<br>A whirlpool emerged nearby, so I dropped anchor to keep myself in place.<br>Just how deep could it have gone?"";""Whirlpool"";194 | ""vortex_swimbelt"";""If I hadn | t woken up, the whirlpool near the boat would | ve dragged me under, flushed down by the sea.<br>I stayed awake with a swim ring on for safety until the boat finally stopped swaying and drifted far enough from the vortex."";""Whirlpool"";229 | ""vortex_sleep_good"";""A loud noise shattered my sleep, followed by a heavy pull on the boat that I felt in my very bones.<br>A whirlpool emerged not far away, making its presence known.<br>With no way around, I decided to"	no	no	add_or_update_exact_source_if_player_facing
Right	s still right where I left it, but now I can	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13652375	"""smallmonsterfish_sleep"";""Loads of white, glowing dots filled the sea | watching. The fish were far bigger and much more unnerving than those I | d seen during the day.<br>But they didn | t seem able to hurt me, even though they kept watching me in my sleep all the way until dawn."";""Being Watched"";250 | ""smallmonsterfish_sleep_lose"";""Loads of white, glowing dots filled the sea | d seen during the day.<br>I tried ignoring them, but they had other plans. The last thing I remember was the blinding light of their eyes.<br>I think I lost part of my ear."";""Blinding Wounds"";289 | ""thefog_tryseeing"";""I could barely see the end of my own boat.<br>I spent so much time staring into the fog, trying to understand where I was, that I may have started seeing figures in it.<br>I think I saw a person | without a head."";""The Man in the Fog"";211 | ""thefog_tryseeing_lost"";""I could barely see the end of my own boat.<br>I spent so much time staring into the fog, trying to understand where I was, that I may have started seeing figures in it.<br>I remember something co | ld touching my shoulders. I | m never sleeping in the fog again."";""The Man in the Fog"";257 | ""vortex_anchor"";""If I hadn | t woken up, the boat would | ve been in pieces by dawn, with me under it.<br>A whirlpool emerged nearby, so I dropped anchor to keep myself in place.<br>Just how deep could it have gone?"";""Whirlpool"";194 | ""vortex_swimbelt"";""If I hadn | t woken up, the whirlpool near the boat would | ve dragged me under, flushed down by the sea.<br>I stayed awake with a swim ring on for safety until the boat finally stopped swaying and drifted far enough from the vortex."";""Whirlpool"";229 | ""vortex_sleep_good"";""A loud noise shattered my sleep, followed by a heavy pull on the boat that I felt in my very bones.<br>A whirlpool emerged not far away, making its presence known.<br>With no way around, I decided to"	no	no	add_or_update_exact_source_if_player_facing
Right	" right?"";""Hope"";162"	game_original/DontSleepWithTheFishes_Data/resources.assets	ascii_strings	13652901	"""thefog_tryseeing"";""I could barely see the end of my own boat.<br>I spent so much time staring into the fog, trying to understand where I was, that I may have started seeing figures in it.<br>I think I saw a person | without a head."";""The Man in the Fog"";211 | ""thefog_tryseeing_lost"";""I could barely see the end of my own boat.<br>I spent so much time staring into the fog, trying to understand where I was, that I may have started seeing figures in it.<br>I remember something co | ld touching my shoulders. I | m never sleeping in the fog again."";""The Man in the Fog"";257 | ""vortex_anchor"";""If I hadn | t woken up, the boat would | ve been in pieces by dawn, with me under it.<br>A whirlpool emerged nearby, so I dropped anchor to keep myself in place.<br>Just how deep could it have gone?"";""Whirlpool"";194 | ""vortex_swimbelt"";""If I hadn | t woken up, the whirlpool near the boat would | ve dragged me under, flushed down by the sea.<br>I stayed awake with a swim ring on for safety until the boat finally stopped swaying and drifted far enough from the vortex."";""Whirlpool"";229 | ""vortex_sleep_good"";""A loud noise shattered my sleep, followed by a heavy pull on the boat that I felt in my very bones.<br>A whirlpool emerged not far away, making its presence known.<br>With no way around, I decided to | trust the waves. Luckily, by morning, there were no holes in the sea."";""Whirlpool"";269 | ""vortex_sleep_bad"";""A loud noise shattered my sleep, followed by a heavy pull on the boat that I felt in my very bones.<br>A whirlpool emerged not far away, making its presence known.<br>The waters were shallow enough no | t to swallow the boat whole, but it was still a very shaky ride | "";""Whirlpool"";264 | ""bloodwater_foundpiece"";""The air smelled putrid, and when I looked around | the sea was red. Deep red. Like, actual blood red.<br>I anxiously tried to collect a sample, but what I found was something completely different"	no	no	add_or_update_exact_source_if_player_facing
